2025-02-24 02:58:40,924 - INFO - Using device: cuda
2025-02-24 04:19:10,618 - INFO - cuda | Epoch : 400 | score : 644.200000 | loss : 403.93 | stage : 1 | time spent: 110.457323
2025-02-24 04:20:14,784 - INFO - cuda | Epoch : 410 | score : 772.500000 | loss : 219.13 | stage : 1 | time spent: 64.165986
2025-02-24 04:22:24,453 - INFO - cuda | Epoch : 420 | score : 869.400000 | loss : 446.09 | stage : 1 | time spent: 129.670127
2025-02-24 04:24:10,683 - INFO - cuda | Epoch : 430 | score : 902.700000 | loss : 378.97 | stage : 1 | time spent: 106.228291
2025-02-24 04:25:31,443 - INFO - cuda | Epoch : 440 | score : 753.400000 | loss : 287.59 | stage : 1 | time spent: 80.761180
2025-02-24 04:27:56,123 - INFO - cuda | Epoch : 450 | score : 1032.300000 | loss : 509.49 | stage : 1 | time spent: 144.679521
2025-02-24 04:30:26,408 - INFO - cuda | Epoch : 460 | score : 1010.800000 | loss : 501.56 | stage : 1 | time spent: 150.285409
2025-02-24 04:33:25,426 - INFO - cuda | Epoch : 470 | score : 1055.200000 | loss : 625.89 | stage : 1 | time spent: 179.016991
2025-02-24 04:37:44,634 - INFO - cuda | Epoch : 480 | score : 1085.000000 | loss : 923.28 | stage : 1 | time spent: 259.209610
2025-02-24 04:40:03,135 - INFO - cuda | Epoch : 490 | score : 982.300000 | loss : 485.66 | stage : 1 | time spent: 138.499758
2025-02-24 04:42:28,504 - INFO - cuda | Epoch : 500 | score : 974.400000 | loss : 438.47 | stage : 1 | time spent: 145.369377
2025-02-24 04:44:48,643 - INFO - cuda | Epoch : 510 | score : 952.200000 | loss : 432.44 | stage : 1 | time spent: 140.143376
2025-02-24 04:48:22,097 - INFO - cuda | Epoch : 520 | score : 1011.500000 | loss : 398.52 | stage : 1 | time spent: 213.454944
2025-02-24 04:51:00,809 - INFO - cuda | Epoch : 530 | score : 855.400000 | loss : 338.41 | stage : 1 | time spent: 158.708744
2025-02-24 04:54:10,151 - INFO - cuda | Epoch : 540 | score : 1200.000000 | loss : 378.44 | stage : 1 | time spent: 189.339171
2025-02-24 04:56:34,427 - INFO - cuda | Epoch : 550 | score : 966.500000 | loss : 310.99 | stage : 1 | time spent: 144.292519
2025-02-24 05:01:12,158 - INFO - cuda | Epoch : 560 | score : 1131.100000 | loss : 634.20 | stage : 1 | time spent: 277.730376
2025-02-24 05:06:53,451 - INFO - cuda | Epoch : 570 | score : 987.300000 | loss : 846.35 | stage : 1 | time spent: 341.280134
2025-02-24 05:08:45,796 - INFO - cuda | Epoch : 580 | score : 1015.800000 | loss : 312.00 | stage : 1 | time spent: 112.342206
2025-02-24 05:11:13,597 - INFO - cuda | Epoch : 590 | score : 967.100000 | loss : 627.34 | stage : 1 | time spent: 147.801824
2025-02-24 05:14:02,880 - INFO - cuda | Epoch : 600 | score : 983.200000 | loss : 802.37 | stage : 1 | time spent: 169.282192
2025-02-24 05:17:01,178 - INFO - cuda | Epoch : 610 | score : 1093.500000 | loss : 822.25 | stage : 1 | time spent: 178.299415
2025-02-24 05:18:52,504 - INFO - cuda | Epoch : 620 | score : 1028.600000 | loss : 518.17 | stage : 1 | time spent: 111.327024
2025-02-24 05:22:15,871 - INFO - cuda | Epoch : 630 | score : 916.500000 | loss : 956.61 | stage : 1 | time spent: 203.366059
2025-02-24 05:23:27,199 - INFO - cuda | Epoch : 640 | score : 625.400000 | loss : 297.88 | stage : 1 | time spent: 71.327489
2025-02-24 05:26:52,181 - INFO - cuda | Epoch : 650 | score : 1198.500000 | loss : 667.32 | stage : 1 | time spent: 204.983787
2025-02-24 05:28:51,474 - INFO - cuda | Epoch : 660 | score : 786.900000 | loss : 459.79 | stage : 1 | time spent: 119.290510
2025-02-24 05:30:23,923 - INFO - cuda | Epoch : 670 | score : 891.300000 | loss : 478.44 | stage : 1 | time spent: 92.450189
2025-02-24 05:33:02,187 - INFO - cuda | Epoch : 680 | score : 682.400000 | loss : 787.78 | stage : 1 | time spent: 158.263195
2025-02-24 05:33:52,733 - INFO - cuda | Epoch : 690 | score : 618.700000 | loss : 266.90 | stage : 1 | time spent: 50.545872
2025-02-24 05:35:32,935 - INFO - cuda | Epoch : 700 | score : 831.600000 | loss : 365.78 | stage : 1 | time spent: 100.203200
2025-02-24 05:38:17,096 - INFO - cuda | Epoch : 710 | score : 1154.900000 | loss : 595.21 | stage : 1 | time spent: 164.164105
2025-02-24 05:42:12,726 - INFO - cuda | Epoch : 720 | score : 867.300000 | loss : 848.86 | stage : 1 | time spent: 235.624561
2025-02-24 05:44:45,150 - INFO - cuda | Epoch : 730 | score : 806.200000 | loss : 523.44 | stage : 1 | time spent: 152.428083
2025-02-24 05:48:21,169 - INFO - cuda | Epoch : 740 | score : 908.500000 | loss : 745.51 | stage : 1 | time spent: 216.018265
2025-02-24 05:52:33,017 - INFO - cuda | Epoch : 750 | score : 1015.200000 | loss : 916.20 | stage : 1 | time spent: 251.844554
2025-02-24 05:55:13,549 - INFO - cuda | Epoch : 760 | score : 888.100000 | loss : 861.76 | stage : 1 | time spent: 160.532691
2025-02-24 05:57:07,112 - INFO - cuda | Epoch : 770 | score : 1058.600000 | loss : 618.46 | stage : 1 | time spent: 113.562565
